name,city,avg_rating,sample_comment
Holiday Inn Victorville,Victorville,4.042253521126761,"Everything about this place was good, from the helpful and friendly front desk to the room to the bar / restaurant. Especially that you can order off the menu for you free breakfast! Pool looked great, but I didn't bring my suit."
Holiday Inn-bayside,San Diego,,"Avoid this place if you want to sleep This place is horrible. Worn out all over the buildings. The room I got has this constant ventillation noise loud enough to keep me awake at 2 in the morning. If you want a good night's sleep, never book a room in this place."
Homeplace Inn and Suites,Jacksonville,,"A lodging staple for budget-minded road-trippers and business travelers. In ShortSince the Ramada brand made its debut in 1954 in Flagstaff, Ariz., the hotel franchise has been offering dependable accommodations with budget-wise perks. Families appreciate the kids-stay-free policy for children 17 and under staying with their parents. Other amenities usually include a swimming pool, full-service restaurant, lounge, in-room data ports and voice mail. Group rates--for wedding parties, corporate groups or family reunions--are available for parties requiring 10 or more rooms per night."
Homestead Studio Suites,Duluth,,"Extended-stay hotel provides home-like accommodations at affordable prices. In ShortBusiness travelers, families and those seeking longer-term housing enjoy many convenient and comfortable amenities. Studio-size suites are equipped with a queen-size bed, work space with data port, iron, kitchen with refrigerator and stovetop, coffeemaker, microwave, and cooking and dining utensils. A 24-hour laundry facility, dry-cleaning services and access to a fitness gym are also available."
Hometown Inn,Soddy Daisy,3.1538461538461537,Hotel was clean and housekeeping cleaned the rooms daily with fresh towels. Room also has a fridge and microwave in it. The front desk was polite. I will be going back again because in Soddy there is just so much to do. Oh there is a train and you might here it from time to time.
Homewood Suites,Columbus,0.0,xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx
Homewood Suites - Mall of America,Minneapolis,4.293103448275862,"Great location! Very close to Mall of America, Metro, restaurants. Hotel staff made visit very pleasant!"
Homewood Suites By Hilton,Cedar Rapids,,this is a very nice hotel...especially if you have kids!
Homewood Suites By Hilton Albuquerque - Journal Center,Albuquerque,4.204081632653061,"Much preferred to the BARGAIN hotels, and great when I can spring for the extra money...it's worth it. Especially the LARGER suite. Feels like a little apartment and makes it easy to relax in the evening. Having a kitchen is great even just for little things like snacks and drinks. Layout in the larger suite is great because the sleep... More"
Homewood Suites By Hilton Indpls Airport / Plainfield In,Plainfield,4.468181818181818,This was my first time at a Homewood Suites. I was surprised by the size of the room and the full kitchen. The extra space would be great for traveling with the family. Hilton standards were comforting. I would recommend this hotel.
Homewood Suites Dallas-market Center,Dallas,4.35,My wife and I came to Dallas to visit the Texas State Fair for the first time. The Homewood Suites is always nice plus it was a good location between shopping and the fairgrounds. The staff was helpful for the most part but we had issues getting connected to wifi. We will stay there again I'm sure.
Hotel Adler Cavalieri,Humeston,4.267857142857143,"Very nice hotel close to sights and shopping. Great bar with friendly waiter. Also close to train station, very convenient but not noisy. Room was big and comfortable."
Hotel An Der Philharmonie,Raymond,3.9473684210526314,"Hotel ligt pal naast de Dom en het station.Veel kamers liggen aan de zijde van de cafs. Geeft veel geluidsoverlast. Ook kan de staat van onderhoud van enkele kamers beter. Ouderwets is niet erg. Schimmel in de badkamer wel. Ook is de watervoorziening in de badkamer onbetrouwbaar qua temperatuur. Hotelier is wel zeer attent, vrolijk en service gericht. Ontbijt is bijzonder goed. Zeker gelet op de prijs."
Hotel Aura Sfo,San Bruno,3.9583333333333335,We just need a place to crash before heading out to Yosemite. It was very nice and amazingly quiet.
Hotel Borgo Verde,San Jose,4.125,Htel trs sympa
Hotel Casena Dei Colli,Palermo,3.765625,"We hugely enjoyed this holiday. We had not been to Sicily before and this was an excellent base for exploring several parts of the island - including some beautiful sites, all the more so for being decked in spring flowers. The Greek temples at Selinunte and Segesta were especially impressive as were the Roman mosaics at Piazza Armerina, although it was almost 3 hours drive over the mountains in the centre of the island to the latter. We also very much enjoyed the food - the seafood was excellent (even if ultimately disappointing in Porticello, where much is landed from the boats). There are several good restaurants near the hotel including La Brasiera and (more expensively) La Caseta de la Nonna. In short, we can't wait to return to Sicily and visit some other areas. The hotel very much suited our needs, and as part of a package deal (with flights and hire car) was very good value. Driving around Palermo is quite challenging and we advise full insurance cover as it is rare to see a car without scratches down the side. Top tip: make sure you have a map to the hotel from the airport or a sat nav as without this (as we discovered in a torrential rain storm) it is very hard to find your way around the outskirts of Palermo with its many one-way streets. The hotel has secure parking (at an extra cost) and rooms have air conditioning or heating. Careful if you leave your windows open as there are Mosquitos (in the spring at least)."
Hotel Columbia,Telluride,4.717391304347826,"Charming hotel, very well appointed, great service and 500 feet from the Gondola! The rooms are really large with great views. A little noisy from the street traffic because it is so close to the Gondola but really not an issue. The only real issue is the hotel is in serious need of an internet upgrade! Don't count on getting... More"
Hotel Corpus Christi,Corpus Christi,2.5,Do not Stay here it was so bad the sec I walked into the room I turned around and walked out didn't even worry about getting my refund
Hotel De La Ville,Humeston,4.596774193548387,This is our second stay at this hotel. We would highly recommend this hotel to anybody that enjoys old style luxury and central location.
Hotel Deca - A Noble House Hotel,Seattle,3.8282700421940925,"The 5 stars is soley to Charles Bonner who absolutely saved our stay at Hotel Deca. My boyfriend and I booked a room to host friends in their largest suite to celebrate his birthday- costing just shy of 800 after taxes, and we got really screwed by upper managment. Upon our arrival it was as if none of the 4... More"
Hotel Eug��ne En Ville,Celina,4.3538461538461535,"Nice hotel, very close to Pelletier metro stop. Staff was helpful. Room was nice but very small, not the type of hotel room to lounge around in. Free Wi-Fi every device must have it's own password given to you by the staff. WiFi worked but not very strong. Your door card must be used in the room to turn on the lights. Our night's stay was pleasant quiet."
Hotel Garibaldi,Silver Creek,3.8666666666666667,"For visitors to Venice who are budget conscious but who do not wish to compromise on quality, this modern hotel situated 2 mins walk from the attractive centre of Mestre on the mainland,is an excellent choice.Bus no. 2 from around the corner goes via Venice Mestre Train Station (10 mins), across the causeway to Piazzale Roma Bus Terminal (25 mins) for the Water Busses.(Tip Buy a Day Ticket for Transport for 20 euro). Breakfast (extra charge) offers a good choice of items, enough to satisfy any appetite and is served in the breakfast room or in the garden. Public Rooms and Bedrooms are furnished and decorated to a very high standard. My en-suite, air conditioned room was of a good size, was impeccably clean and had all the ameneties expected."
Hotel Guadalmedina,Ballentine,,"totalmente recomendable: personal con un trato exquisito, wifi gratuito, habitaciones amplias, todo muy limpio, ubicación estupenda, al lado de la estación de tren de centro alameda. volveremos"
Hotel Lavonia,Lavonia,3.027027027027027,"Very nice staff. Felt really safe here. Nice, clean rooms."
Hotel Mc Call,Mccall,4.3076923076923075,This wine bar is a cozy little place. I think it needs alittle extra tlc tho. Cheese plate needs some updating. Fresh cheese plate would really give some improvement.. also hot baguette should be on separate place so it doesn't melt the cheese plate. Wine selection is fantastic!! Other then cheese plate this place is a great addition to a... More
Hotel Metropole,Lithia Springs,4.60655737704918,"We enjoyed staying at the hotel although felt that prices for all additional services (ie breakfast, arranging transport services, drinks at the bar) were very expensive compared to other luxury hotel we stayed at. When we asked the concierge for help/advice about sightseeing he seemed to be most interested in offering us the most expensive options."
Hotel Millersburg,Millersburg,4.0,"This was our 2nd stay. I must admit, I've never stayed in cleaner hotel rooms and I'm fairly picky. We brought our kids ages 10 and 16. They loved it. Its truly an 'experience' to stay here. Way better than a chain or new hotel. The location is great close to everything. You could spend hours just walking around the... More"
"Hotel Monaco Chicago, A Kimpton Hotel",Chicago,4.6,"Without a doubt, one of the finest hotels for incurable romantics is the Hotel Monaco. The Lobby is exquisitely decorated in opulence and style. There is a cozy living room fireplace in the Lounge area that features wine tasting daily from 5-6pm. The rooms are just incredible. My room had a soft pad that you could use as a window seat. This place is absolutely fantastic and I would recommend this place to everyone."
Hotel Olcott,New York,5.0,"I just called to try and book Hotel Olcott as I couldn't find any website or online info and was told this is now condominiums, and not a hotel for short term stays. Disappointing as the location is exactly what I was looking for!"
Hotel Portaventura,Stone Creek,3.76271186440678,"Port Aventura is the perfect base for theme park fans but here's a warning - the food in the park will turn your stomach as much a ride around the loops of 'Dragon Khan'. From the relatively tranquil settings of the hotel pools you can pop through an exclusive turnstile straight into Meditterania and enjoy all the fun of what has to be the best theme park outside of Florida. The hotel is immaculately kept with the quaint look of a Mediterranean village and offers acres of outdoor space to stretch out and soak up the sun although, like most hotels it fails to provide enough shade and parasols are scarce. The rooms have recently been renovated and there's free Wi-Fi in all areas (as at July 2014). In the neighbouring theme park there's an amazing variety of rides and shows to suit everyone. The main gripe is the lack of decent food in any of the restaurants. With the exception of Rac de Mar near the entrance we experienced cold, bland and overpriced dishes at all of the restaurants in addition to poor service. At The Iron Horse Hotel and the Steak House we could not distinguish between any of the meats served. Most of it tasted like I cooked it - which isn't great! For those staying at the hotel I would suggest you take advantage of the ample breakfast and eat out at nearby Salou for half the price and twice the choice. Its just a few minutes in a taxi to the main promenade."
Hotel Relais De Margaux Golf and Spa,Lake Worth,4.061538461538461,belle et grande chambre. calme. agreable de se balader le long des chemins du golf. Peu de choix de restaurants aux alentours cependant mais le restaurant de l'hotel est tres bien.
Hotel Roc Flamingo,Abbeville,3.5652173913043477,"Til ha tre stjerner, helt topp og maten var flott. Kommer likevel ikke tilbake, for om sommeren har de styende underholdning ved bassengomrdet. Men liker du flamingo, quiz, og bingo p en godt oppskrudd mikrofon er du p rett sted."
Hotel Roc Lago Rojo,Abbeville,3.7241379310344827,Pnt hotel med meget central beliggenhed. Behagelig solterresse p taget.
Hotel Russo Palace,Mableton,4.052631578947368,Pleasant 10 min walk along the sea front to the Water Bus. restaurants etc. Hotel was comfortable breakfast was good - quite a variety. Room aircon didn't work very well. Take mosquito repelant!
Hotel Silken Siete Coronas,Norcross,4.385542168674699,"The hotel was particularly well appointed, closer to the river and some amazing restaurants. In fact one of the most famous is just a short walking distance, great food and It's owned by an ex Matador. The hotel room was immaculate, staff was friendly, checkin was a breeze, car parking was very reasonable, breakfast was perfectly cooked. I would recommend... More"
Hotel Valencia Santana Row,San Jose,4.319796954314721,"Pros: convenient location, up to date rooms, and friendly valet and front office staff. Cons: Walls are paper thin and you can hear everyone come off the elevator. The problem wasn't the hotel but the patrons. We had 2 rooms and my family and I got no sleep until 3am when the partiers are finally passed out."
Hotel Vier Jahreszeiten KÜhlungsborn,Harleigh,4.03921568627451,"Schnes,grosses Zimmer. Sehr sauber und super Frhstck. W-LAN leider nur fr 1 Gert inklusive"
Hotel Vorbach,Ashburn,3.918918918918919,.
Howard Johnson,Sandusky,3.25,xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx
Howard Johnson Gallup,Gallup,,"For more than 50 years, this hotel's familiar green sign has signaled budget-friendly lodging for families and business travelers. In ShortSince its 1952 debut in Memphis, Tenn., Holiday Inn has become one of the most recognized hotel brands in the world. Kids rule here: Children age 19 and younger stay for free when sharing a parent's room and as many as four children per family (age 12 or younger) eat for free at hotel restaurants. Other amenities include 24-hour business services, an in-room coffeemaker, iron, hair dryer, room service, a swimming pool and a fitness center."
Howard Johnson Inn - Newburgh,Newburgh,2.7605042016806722,"The only thing wrong with the room was the smell, musty/moldy, like the room had been wet at one time.  Otherwise it was fine."
Howard Johnson Inn Columbia,Columbia,3.3209876543209877,"Stay here alot, kids go to school in Columbia and this hotel has become my home away from home."
Hudson Hotel - Book Direct,New York,,"Very chic and very small The lobby, bar and grounds are gorgeous! The staff is extremely accomodating and the bell men are dolls. The rooms are way too small but it is the norm for most NY boutique hotels. The bed was very comfortable and the room was clean. The bars are ridiculous. Over priced and extremely snobby."
Hunting Lodge,Finleyville,0.0,xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx
Hyatt Centric Arlington,Arlington,4.4,Well yes! The staff. These ladies and gents make the hotel.
Hyatt Dulles,Herndon,4.983870967741935,Bring your own bottled water. It's $3 in the lobby!
Hyatt House Colorado Springs,Colorado Springs,4.271604938271605,nice place to stay- front desk gal was very friendly and personable- I failed to get her name but was present at both check in and check out-complimentary breakfast was good-would stay again
Hyatt Place Atlanta/alpharetta/north Point Mall,Alpharetta,4.206896551724138,"I REALLY CANNOT SAY ENOUGH ABOUT THE HOTEL, THE SERVICE, ETC. I STAYED THERE WITH 3 SISTERS ALL FROM OUT OF TOWN TO ATTEND A CONCERT AT A NEARBY VENUE. THE HOTEL IS BEAUTIFUL, ROOMS GREAT, AND ABSOLUTELY AMAZING CUSTOMER SERVICE. THERE WAS A SHUTTLE TO AND FROM THE CONCERT. FRANKLIN GOES BEYOND THE CALL WHEN IT COMES TO CUSTOMER SERVICE. EVERY EMPLOYEE WE CAME IN CONTACT WITH WAS PLEASANT AND HELPFUL. THE LOCATION IS ALSO PERFECT FOR A CONCERT AT VERIZON, EXPLORING NORTH POINTE MALL AREA, AND THE NEW AVALON AREA. BEST EXPERIENCE WE HAVE EVER HAD AT A HOTEL!"
Hyatt Place Pittsburgh Cranberry,Cranberry Twp,4.2631578947368425,Comfort and good
Hyatt Place San Antonio Airport - Quarry Market,San Antonio,3.6666666666666665,get in and out quickly by parking in the back. unlike most hotels the lobby is just as close when from the backside of the building.
Hyatt Place Utica,Utica,4.442857142857143,"Hotel was very nice and clean. Breakfast was good could of had a little more variety thou. Mainly fruit and cereals. Only had scrambled eggs, sausage links, and pre made small pancakes not even fresh ones was only choice for hot food. Had bagels and bread to toast also. Located next to Dave and Busters and when it closed there was lots of yelling and reving of car engines and carrying on for atleast 30 minutes or more when we was trying to sleep. Not sure if it was an isolated happening or its every night that way. Then there was a generator that ran all night long in the next parking lot which kept us from being able to sleep well Saturday night. Hotel and staff was all very nice but the surrounding noise made it a very long night with very little sleep due to all the noise outside our hotel window. Will look for another location next time forsure."
Hyatt Regency Kathmandu,Alliance,8.35438596491228,The wifi signal was too low Loved The location
Hyatt Regency Reston,Reston,,"Upscale hotel's comfortable rooms and modern business facilities appeal to both business and leisure travelers. In ShortSoon after the first Hyatt hotel opened in Los Angeles in 1957, Hyatt hotels and resorts became known for their dramatic atrium lobbies and their ability to express local flavor. Rooms feature beds with Sealy brand mattresses and down comforters, flat-screen TVs with cable access, wireless Internet, iPod-adaptable alarm clock/radios, Starbucks coffee and Portico bath products. Travelers enjoy the convenience of hotel and airline check-in kiosks, fitness facilities, multiple business centers and ample meeting spaces."
H��tel Les Bruy��res,Lebanon,4.285714285714286,"Friendly service, comfortable hotel with ski in and ski out."
H��tel Marinca and Spa,Manassas,3.625,Un sjour sjour qui nous permis de nous reposer dans un belle etablissement
H��tel Sezz Paris,Irving,4.285714285714286,Das Designhotel ist etwas in die Jahre gekommen. Mobiliar und Gegenstnde sind teilweise schon abgenutzt.
Ibis Wuerzburg City,Gresham,3.838709677419355,A comfortable hotel but the chargeable car park is the other side of the street. Not good if you have more than one suitcase.
Ihg,Metropolis,0.0,good rates for the tired traveler.
Inn & Suites,Englewood,,we'll be back to inn suites great service. great hotel. Thanks
Inn At Mendenhall,Mendenhall,4.491525423728813,"The Inn was perfect, well located with spacious rooms and a nice breakfast. We enjoyed the bar before going out for dinner but next time will try the restaurant which was attractive with a good menu."
Inn At Queen Anne,Seattle,3.089655172413793,Great deal and awesome little room. Basically like living in a comfy dorm room for a
Inn At The River,East Wenatchee,0.0,to share your opinion of this businesswith YP visitors across the United Statesand in your neighborhood
Innisbrook,Palm Harbor,4.163934426229508,"Great resort between Tampa and the Springs, even if you're not a golfer!!! Staff are all gracious and friendly. Wonderful pools with slides and games throughout the day. Five star dining options, or excellent casual options. No need to leave the resort."
Innpoints Worldwide,Albuquerque,,Beware of surly designers...feed them & you will be fine
Inroads Ireland Tours,Madison,5.0,"Highly recommended! I did both of their tours of Ireland this summer back to back, Go North and Go South. The sites were amazing, some well know spots but mostly places I'd never heard off, stone circles, ancient tombs, islands etc. Overnight stops were great, accommodations were very good and all centrally located, so no long walks or taxis. The bus was small and very comfortable, reclining seats, air conditioning, lots of leg room and space for day packs. Anything bigger just couldn't get to the places we visited; along tiny, twisting Irish back roads (So glad I didn't drive). The guide/driver was a fountain of knowledge, treating everyone as his new best friend. Stories and info flowed easily and I never felt like I was receiving a lecture. We could stop anytime we wanted for a photo and we had plenty of time at sites; we just all sauntered back to the bus when we were ready. The groups size was limited to 14 so I didn't feel crowded and everywhere seemed off-season!"
Inter-hotel Orl��ans Nord,Portland,3.6551724137931036,Bon htel pour sjour d'affaires
Intercontinental Hotels Resorts,Lynnwood,0.0,to share your opinion of this businesswith YP visitors across the United Statesand in your neighborhood
Intermezzo,Los Olivos,0.0,to share your opinion of this businesswith YP visitors across the United Statesand in your neighborhood
Intown Suites El Paso,El Paso,2.0,"I have never stayed in a hotel where you have people living and not because they are in town for an extended period due to their job. The office is only open from 11am-7PM and you must notify them 24hrs in advance when you are leaving or they keep your deposit, which is a total scam. You get 1 set... More"
Intown Suites Nashville North,Hendersonville,2.25,"Services are poor, rooms are filthy, comforter and bed are (worn, dirty and smelly) in this price 347.74 for a week with non-refundable, even if you stay just for one day. I would never recommend anyone to stay there for less than a week. I would strongly recommend staying in Relax Inn motel Just couple blocks away is much... More"
Inturotel Esmeralda Park,Ridgefield Park,4.52,"Hotel chosen for its location and suitability for a 4 year old child. The rooms were Premier apartments and were extremely comfortable, modern and well equipped."
Ip Casino Resort Spa,Biloxi,4.068622448979592,Bed was hard and shower curtain had dirt on inside that look like mold. My stay was nice overall though.
Irish House Hotel,Mount Sterling,0.0,to share your opinion of this businesswith YP visitors across the United Statesand in your neighborhood
Jacksonville Plaza Hotel and Suites,Jacksonville,3.5492424242424243,Very cute clean and inexpensive! Convenient to restaurants and shopping! Stayed the night before our cruise! I would definitely recommend staying here staff friendly and water was hot and had good pressure.
Janmere Motel,Hampton,3.0,"Rooms and grounds are really clean, I really like the fact they watch who comes and goes, it makes you feel safe and not worried if people will take your belongings!!! We have been staying there for the past three years and Always have a nice time! Staff are very nice and helpful .P.S. We left toys, towels and clothing... More"
Jellico Days Inn North Tennessee,Jellico,,"Value-conscious hotel with the sunburst sign provides basic amenities to ensure travelers a comfortable stay. In ShortThis nationwide chain promises value-added amenities to its guests. King and two-queen guest rooms offer clock radios, hair dryers, shampoo, televisions with HBO or Showtime and complimentary copies of USA Today. The property is inspected three times a year for quality by an independent quality assurance team and assigned a Sunburst rating, so travelers can rest assured that their accommodations are clean and comfortable."
Juniper Lane Guest House,Friday Harbor,4.363636363636363,"My friends and I reserved the cabin, which is a stand alone unit with 2 bedrooms and 1 bath. The bedrooms are small (full/queen beds) but very comfortable. Bathroom is also small but it is well equipped with towels and drawers. Kitchen has an extended counter top that is used as dining bar (4 stools). The only complaint I have... More"
Jvd Hotels,Batesville,2.3559322033898304,"This hotel was the last choice available. Our expectations were already set low from having read previous reviews. The bathroom sink still had toothpaste and other scum dried on the vanity and bowl. The shower still had the soap bars from the previous guest(s) sitting in the niche. Overall, the room was dirty. We were very surprised that the Days Inn logo was allowed to be associated with this hotel."
Kaier Mansion,Mahanoy City,0.0,to share your opinion of this businesswith YP visitors across the United Statesand in your neighborhood
Key West Inn - Clanton,Clanton,3.1,"This place is not a luxury hotel nor do I think they claimed to be. We stopped because of the storms for the night. So just passing through I wanted something affordable, clean and hassle free. This place served all my purposes. Check in was easy and quick. The room was cheap. The room was clean. For 50 I would... More"
Keyser Inn Inc,Keyser,0.0,to share your opinion of this businesswith YP visitors across the United Statesand in your neighborhood
Kilauea Lodge Restaurant,Volcano,5.0,"This is one of the best restaurants to eat at in the area.  They serve great lunches and my favorite is their ceasar salad.  Also they make delicious lilikoi pies.  This beautiful restaurant is surrounding by ohia trees and hapu ferns.  Very beautiful and I would recommend this place to anyone that is looking for good accomodations near the Hawaii Volcanoes National Park.  Not only do you get great accomodations, but you also get a fantastic restaurant!"
Kit Carson Lodge Restaurant,Pioneer,0.0,xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx
Knights Inn,Catonsville,0.0,to share your opinion of this businesswith YP visitors across the United Statesand in your neighborhood
Knights Inn - Wilmington,Wilmington,3.0,"The check in procedure was a little inconvenient bc u have to go inside the gas station next to it, and the rooms are inside so no individual outside access, so that part doesn't make sense. The price wasn't too bad, but you must remember that you get what u pay for. It's not fancy but there is a sports bar next door that has amazing pizza. Also there is a gas station and very easy access to the interstate. There was a microwave and mini fridge in the room we were in which is always ni...view morece. The ice machine was broken so we had to walk to the gas station to fill our ice bucket which was a little inconvenient and the phone in our room was broken which isn't a big deal bc we have cell phones. It's an ok place to stay if ur just wanting a quick place to sleep for a night but it's not fancy.view less"
Knights Inn Aiken,Aiken,2.142857142857143,I have stayed at this hotel several times over the past few years on business. It seems to have been remodeled some in the past year. It is better than it was and I have no complaints. I would stay there again.
Knights Inn Amarillo Airport,Amarillo,1.619047619047619,"Fick byta rum 3 ggr av olika skl innan vi kunde komma in. Antagligen det smutsigaste rum vi bott p. Flckar liknande blod p drrar, vggar och golv. Matrester i micron. Spindelvv i telefonen och p vggarna. Saknades lakan i sngen och golvet var inte dammsuget. Avrder starkt att vlja detta motell."
Knights Inn Carmel Hill,Monterey,3.234567901234568,"I usually book here when I visit Monterey/Pacific Grove. It's along a row of affordable hotels but I like this one the best. It's affordable, right next to the shopping mall, and well kept. It's a little a way from the beach but it's not a big deal if you have a car. The family is really nice and they accommodate late arrivals. As a former Monterey resident, this is a very safe area. Food and trader joe's is down the street a few blocks."
Knights Inn Durango Co,Durango,0.0,xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx
Knights Inn Eau Claire,Eau Claire,3.107142857142857,"This has become our motel of choice in the Eau Claire area. We've stayed at 3 other establishments around town and have found this to be the best of the lot. The room is clean, quiet, spacious, and comfortable. The bed is perfect,,,, the best of all the EC motels. The staff is friendly and accommodating. My only complaint is that once the breakfast area closes there's no place to get a cup of coffee. But there are several fast food restaurants and gas stations within an easy walk and I get my precious coffee there. It seems out of the way from Eau Claire but the drive to the city center is all highway and actually quicker than many of the city street routes of the other motels. As I said, this is our motel of choice in the EC area"
Knights Inn New Castle/wilmington,New Castle,1.0,"We had to walk through the facility with employee to find a CLEAN room. 5 different rooms before we found a clean one. The drawers were broken, the pillowcases were yellow and there was mold on the ceiling in the bathroom. This place is not worth the time or money. The only worth talking about at this place is was... More"
Koehne Dexter Terrie,Rapid City,0.0,xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx
La Brea Hotel,Inglewood,4.0,"convenient place for night out cheaper rate...ppl that works here are really good.Hotel includes free wifi, free cable, free gated parking etc only for 30-35 bucks a night. I,ve heard they have weekly rates ranging from 195 to 225. I will definitely stay here."
La Playa,Milwaukee,0.0,xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx
"La Posada Lodge & Casitas, An Ascend Hotel Collection Member",Tucson,0.5,"HORRIBLE!!! DO NOT STAY HERE!! The front desk staff and hotel management is disorganized and unprofessional. We had our wedding ceremony here and when family called to check in, the front desk had no idea what they were talking about. In the end, I had to book some of the rooms myself for family, and ""no rooms were booked under the wedding party name"" as the front fesk informed me. They double booked the bride and grooms rooms. They quoted us one rate and changed it when we checked out. When we talked to the management about it, he accused us of making up rates and offered us an insulting $10 off our rooms after we (bride and groom) had spent over $1400 there in two days, not counting the 10+ rooms booked for at least two nights each by friends and family.On a health and cleanliness note, we went to use the jacuzzi tub and brown, slimy stuff came out of the jets when we turned them on, a clear sign of an inproperly cleaned tub.BAD GUEST SERVICE!!!!"
La Quinta,Beaumont,2.375,"This hotel is a dump! Upon checking in was told that the place was booked with folks who are running from Isaac -- the folks are depressed, sad and crying -- we got a room with no problem as a matter of fact the parking lot and inside hotel were rather empty despite the fact that the place was booked -- the room reaked -- air conditioning unit blew out luke warm air despite having control turned to high cool -- linens and bath towels were rough and ...view morewell worn. The corridors reaked of curry/incense and it was obvious other air freshners were used to mask the obvious odors. Not opposed to other cultures but if you are going to have that sort of thing waifing through the hotel you should advertise such. My expectations are a clean room with no visible signs of anything else... would NOT recommend this place... BTW the free breakfast was nothing more than day old bakery goods with what was suppose to be biscuits and gravy... the folks running from Isaac would have been better off to weather the storm! Use this place only as a very last resort!view less"
La Quinta Inn,Houston,,"Distinctive whitewashed and tile-roofed chain offers convenience and consistency. In ShortSince opening its first location next to the San Antonio World's Fair in 1968, this well-known chain has become synonymous with consistency and reasonable rates. Room conveniences include data port phones with voice mail, work spaces, coffeemakers, irons, hair dryers and TVs with premium channels, movies-on-demand and video games. Budget-conscious travelers appreciate the free continental breakfast and families traveling with children like the pool and kids-stay-free policy."
La Quinta Inn & Suites Auburn,Auburn,4.333333333333333,"This was my first stay at this particular LQ. I have stayed in numerous other LQ locations in the past, so I know what to expect. The property itself, which includes the exterior, interior, and room quality was through the room. The building is well kept, and the room was extremely clean and welcoming. However, I will say that the... More"
La Quinta Inn & Suites Bryant,Bryant,4.739130434782608,New remodel in very good taste. Friendly helpful staff. Manager's reception with a limited bar a nice touch. Breakfast selection better than other LaQuinta's we've enjoyed. You can't beat their prices.
La Quinta Inn & Suites Chicago Tinley Park,Tinley Park,,"Distinctive whitewashed and tile-roofed chain offers convenience and consistency. In ShortSince opening its first location next to the San Antonio World's Fair in 1968, this hotel has become synonymous with consistency and reasonable rates. Room conveniences include data port phones with voice mail, free high-speed Internet, work spaces, coffeemakers, irons, hair dryers and premium TV channels. Budget-conscious travelers will appreciate free continental breakfast and free stays for kids under 18. Two-room suites include separate sitting and sleeping areas and a recliner or pull-out sofa."
La Quinta Inn & Suites Dublin,Dublin,4.077922077922078,"Return every year same time for family reunion type function. Stayed at pretty much every thing descent in Dublin. I have found that this hotel as of July 2015 still is the best stay hotel in Dublin, GA. Not to mention the Long Horns restaurant literally a very short walk away. Zaby's and Taco bell.. Many other options available with... More"
La Quinta Inn Auburn Worcester,Auburn,3.4935897435897436,"I have stayed at this hotel at least 7 times over the past 20 years. this is going to be a very mixed review. The room was cozy, but I could tell someone had smoked in it before as there was a lingering odor. The breakfast was good. The carpet and the bathroom were horrible and in need of MAJOR... More"
La Quinta Inn Calhoun,Calhoun,4.104651162790698,We were on our way back from a SC to trip to MI and we stayed at the La Quinta due to its convenience to the freeway and I secretly wanted to visit Cracker Barrel and I figured my excuse would be the fact that the hotel is located directly behind Cracker Barrel..my husband had no idea (but I googled... More
La Quinta Inn and Suites Hopkinsville,Hopkinsville,4.151515151515151,Very nice place to stay! Clean and very affordable. Get off I24 and save yourself a lot of money. Only thing found annoying was the shower floor. Sloped strangely. Would stay there again!
La Quinta Inn and Suites Meridian,Meridian,3.504950495049505,the first room got had a smell to it not sure what it was but they quickly gave us another room and all was well.staff was very friendly and we would stay again
La Quinta Inn and Suites Miami Cutler Bay,Miami,3.5652173913043477,"My stay was amazing, the comfort the bed, softness of the towels and sheets and the awesome customer service while I was there. I will be back"
La Quinta Inn and Suites Nashville Franklin,Franklin,3.338582677165354,"I attend the local dog shows twice per year in this area. I stay at this La Quinta each time I need to spend the night for the dog show. It is conveniently located by I-65 and I enjoy the free breakfast allowing me extra time to get ready so I don't have to rush off and find breakfast somewhere. I also love the indoor pool so I can swim even in nasty weather, and adore having the hot tub to relax after a long day running in the ring with my dogs."
La Quinta Inn and Suites Sunrise,Fort Lauderdale,3.608433734939759,"The hotel was partially renovated, but the room wad not clean. There were ants everywhere, on the desk, on the walls, on the night tables... The bed mattress was blood stained. We had reserved for four nights, but checked out the first morning."
La Quinta Inn and Suites Tucson - Reid Park,Tucson,3.8378378378378377,"We found the hotel very nice and recently renovated. The room was very clean and spacious with everything we needed. The staff was exceptionally polite, friendly and helpful. Everyone from the desk clerks to the cleaning staff and breakfast staff went out of their way to make our stay enjoyable."
La Quinta Inn-houston,Houston,5.0,the spa is very enjoyable. fyi the pool area isn't locked. so just keep it down and can enjoy it after ten.
Lake Hill Cabins,Athens,0.0,xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx
